CountryCode,Country,SeriesCode,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
690,Seychelles,557,"Percent of Seats held by women in national parliament",16, , , , , , ,27.3,27.3,23.5,23.5,23.5,23.5,29.4,29.4,29.4,29.4,29.4,23.5,23.5,23.5,23.5,43.8,43.8,43.8,43.8
694,Sierra Leone,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,23.2,,,,,,,,,, ,
694,Sierra Leone,557,"Percent of Seats held by women in national parliament", , , , , , , ,6.3, , ,8.8,8.8,8.8,14.5,14.5,14.5,14.5,14.5,13.2,13.2,13.2,13.2,12.9,12.4,12.1,12.4
702,Singapore,722,Share of women in wage employment in the non-agricultural sector,,42.5,42.9,43.3,43,41,44.7,41.8,42.5,42.8,,43.6,43.2,43.5,44,,44.8,45.1,45.7,45.4,,,,46.8, ,
702,Singapore,557,"Percent of Seats held by women in national parliament",4.9, , , , , , ,2.5,4.8,4.8,4.3,6.5,11.8,11.8,16,16,16,24.5,24.5,24.5,23.4,23.4,22.2,24.2,25.3,25.3
703,Slovakia,722,Share of women in wage employment in the non-agricultural sector,46.8,44.9,47.3,47.3,47.4,47.2,47.2,47.5,47.7,48.4,49.1,49.3,48.9,48.7,48.6,48.1,47.2,47.4,47.6,47.7,48.7,48.1,47.6,48.2, ,
703,Slovakia,557,"Percent of Seats held by women in national parliament", , , , , , , ,14.7,14.7,12.7,12.7,14,14,19.3,19.3,16.7,16.7,20,19.3,19.3,18,15.3,16,18.7,18.7,18.7
705,Slovenia,722,Share of women in wage employment in the non-agricultural sector,47.8,48.1,48.5,48.6,48.6,47.9,48.9,47.9,48.1,48,48.1,47.7,47.9,47.4,47.6,47.3,47.3,46.8,47.2,48,47.8,47.9,47.9,47.4, ,
705,Slovenia,557,"Percent of Seats held by women in national parliament", , , , , , , ,7.8,7.8,7.8,7.8,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,13.3,14.4,14.4,32.2,32.2,33.3,36.7
90,Solomon Islands,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,30.8,,,,,,,,,,,,,,, ,
90,Solomon Islands,557,"Percent of Seats held by women in national parliament",0, , , , , , ,2.1, ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2
706,Somalia,722,Share of women in wage employment in the non-agricultural sector,21.7,,,,,,,,,,,,,,,,,,,,,,,, ,
706,Somalia,557,"Percent of Seats held by women in national parliament",4, , , , , , , , , , , , , , , ,8,7.8,8.2,,6.9,6.8,6.8,13.8,13.8,13.8
710,South Africa,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,41.1,42,40.7,41.6,40.8,41.4,41.3,42,44,45,44.5,46.9,47.3,45.7, ,
710,South Africa,557,"Percent of Seats held by women in national parliament",2.8, , , , , , ,25,25,29.5,30,29.8,29.8,29.8,29.8,32.8,32.8,32.8,33,33,44.5,44.5,42.3,42.3,44.8,41.5
728,South Sudan,722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
728,South Sudan,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , ,26.5,26.5,26.5,26.5
724,Spain,722,Share of women in wage employment in the non-agricultural sector,32.3,33,33.6,34.6,35.6,35.7,36.5,37.2,37,37.9,38.9,39.2,40.3,41,41.8,42.6,43.3,44,42.8,48.9,45.1,45.8,46.8,47, ,
724,Spain,557,"Percent of Seats held by women in national parliament",14.6, , , , , , ,24.6,24.7,24.7,21.6,28.3,28.3,28.3,28.3,36,36,36,36.6,36.3,36.6,36.6,36,36,39.7,41.1
144,Sri Lanka,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,32.4,33.5,32.3,32.4,32.6,33.1,31.7,32.3,31.1,34.6,33.1,34.2,33.1,32.7,32.3,32.4,32.4, ,
144,Sri Lanka,557,"Percent of Seats held by women in national parliament",4.9, , , , , , ,5.3,5.3,5.3,4.9, , ,4.4,4.4,4.9,4.9,4.9,5.8,5.8,5.8,5.3,5.8,5.8,5.8,5.8
275,State of Palestine,722,Share of women in wage employment in the non-agricultural sector,,,,,,,15.3,13.3,12.2,12.5,13.5,15.9,17,16.8,17.9,16.1,17.1,17,17.9,18.8,17.2,17,16.7,16.3, ,
275,State of Palestine,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
729,Sudan,722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
729,Sudan,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , ,24.6,24.6,24.3,24.3
736,Sudan (former),722,Share of women in wage employment in the non-agricultural sector,22.2,,20.1,,,,,,,,,,,,,,,,,,,,,, ,
736,Sudan (former),557,"Percent of Seats held by women in national parliament", , , , , , , ,5.3,5.3,5.3, , ,9.7,9.7,9.7,9.7,14.7,17.8,18.1,18.1,18.9,25.6, , , ,
740,Suriname,722,Share of women in wage employment in the non-agricultural sector,41,,37.2,38.3,37.2,35.8,36.6,36.5,34.7,37.7,,,,,38.1,,,,,36.3,,,,, ,
740,Suriname,557,"Percent of Seats held by women in national parliament",7.8, , , , , , ,15.7,15.7,15.7,15.7, ,17.6,17.6,17.6,19.6,25.5,25.5,25.5,25.5,25.5,9.8,11.8,11.8,11.8,11.8
748,Swaziland,722,Share of women in wage employment in the non-agricultural sector,,,,35.2,34.4,33.2,33,32.4,,,,,,,,,,,,,,,,, ,
748,Swaziland,557,"Percent of Seats held by women in national parliament",3.6, , , , , , ,3.1,3.1, ,3.1,3.1,3.1,3.1,10.8,10.8,10.8,10.8,10.8,13.8,13.6,13.6,13.6,13.6,6.2,6.2
752,Sweden,722,Share of women in wage employment in the non-agricultural sector,50.5,50.7,51.5,52,51.6,51.3,51.1,50.9,50.5,50.5,50.6,50.7,50.9,50.9,50.9,50.5,50.3,50.1,49.9,50.2,49.8,49.9,50.2,50.1, ,
752,Sweden,557,"Percent of Seats held by women in national parliament",38.4, , , , , , ,40.4,40.4,42.7,42.7,42.7,42.7,45.3,45.3,45.3,45.3,47.3,47,47,46.4,45,44.7,44.7,45,43.6
756,Switzerland,722,Share of women in wage employment in the non-agricultural sector,43.4,43.7,43.6,43.3,43.7,44.2,44.6,45,45.2,45.8,45.8,46.2,46.9,46.8,47,47,46.9,46.7,47,45.2,46.9,46.7,46.8,47.5, ,
756,Switzerland,557,"Percent of Seats held by women in national parliament",14, , , , , , ,21,21,21,22.5,23,23,23,25,25,25,25,28.5,28.5,29,29,28.5,29,31,30.5
760,Syrian Arab Republic,722,Share of women in wage employment in the non-agricultural sector,,15.2,,,,,,,,,,16.1,15.9,16.1,,,,16.3,15.9,15.3,15.5,15.9,,, ,
760,Syrian Arab Republic,557,"Percent of Seats held by women in national parliament",9.2, , , , , , ,9.6,9.6,10.4,10.4,10.4,10.4,10.4,12,12,12,12,12,12.4,12.4,12.4,12.4,12,12,12.4
762,Tajikistan,722,Share of women in wage employment in the non-agricultural sector,,21.2,21.7,23.5,22.8,23.3,23.6,23.7,25,24.2,23.2,23.7,24.1,23.8,23.1,22.9,21.5,,,28.9,,,,, ,
762,Tajikistan,557,"Percent of Seats held by women in national parliament", , , , , , , ,2.8,2.8,2.8,2.8,15,12.7,12.7,12.7,12.7,17.5,17.5,17.5,17.5,17.5,19,19,19,15.9,16.9
764,Thailand,722,Share of women in wage employment in the non-agricultural sector,41.9,41.9,41.5,41.8,41.9,41.3,40.8,42.4,43.5,43.9,44.1,44.3,44.2,44.5,44,45.4,45.1,45,45.4,45.5,45.4,45.8,45.4,45.2, ,
764,Thailand,557,"Percent of Seats held by women in national parliament",2.8, , , , , , ,5.6,5.6,5.6,5.6, ,9.2,9.2,9.2,8.8,10.8,8.7,11.7,11.7,13.3,13.3,15.8,15.8,15.8,6.1
807,The former Yugoslav Republic of Macedonia,722,Share of women in wage employment in the non-agricultural sector,38.3,38.2,38.5,38.8,38.5,38.5,38.7,39.5,40.3,41.3,41.6,41.9,42.2,44.1,43.2,42.6,42.6,43,41.9,42.2,42.2,42.4,41.9,41.6, ,
807,The former Yugoslav Republic of Macedonia,557,"Percent of Seats held by women in national parliament", , , , , , , ,3.3,3.3,7.5,7.5,6.7,6.7,18.3,18.3,19.2,19.2,28.3,29.2,31.7,32.5,32.5,30.9,32.5,34.1,33.3
626,Timor-Leste,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,,,,,,,22.5,,,, ,
626,Timor-Leste,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , ,26.1,26.1,25.3,25.3,25.3,29.2,29.2,29.2,29.2,32.3,38.5,38.5,38.5
768,Togo,722,Share of women in wage employment in the non-agricultural sector,41,,,,,,,,,,,,,,,,,,,,,,,, ,
768,Togo,557,"Percent of Seats held by women in national parliament",5.2, , , , , , ,1.2,1.2,1.2, ,4.9,4.9,7.4,7.4,6.2,7.4,8.6,11.1,11.1,11.1,11.1,11.1,11.1,16.5,17.6
772,Tokelau,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,37,,,,,,,,,,,,, ,
772,Tokelau,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
776,Tonga,722,Share of women in wage employment in the non-agricultural sector,,,,,,,35.6,,,,,,,,,,,,,,,,,, ,
776,Tonga,557,"Percent of Seats held by women in national parliament",0, , , , , , ,0,0,0, ,0,0, ,0,0,3.4,3.3,3.3,3.1,3.1,0,3.6,3.6,3.6,0
780,Trinidad and Tobago,722,Share of women in wage employment in the non-agricultural sector,35.6,36.3,38.3,38.5,38.8,39.2,39.7,38.8,39.4,39.9,40,39.9,41.4,41.9,43.5,43.9,,,,45.6,46.3,,,46.4, ,
780,Trinidad and Tobago,557,"Percent of Seats held by women in national parliament",16.7, , , , , , ,11.1,11.1,11.1,11.1, ,16.7,19.4,19.4,19.4,19.4,19.4,26.8,26.8,26.8,28.6,28.6,28.6,28.6,28.6
788,Tunisia,722,Share of women in wage employment in the non-agricultural sector,,,,,22.7,,,,,24.1,24.3,24.6,24.9,25,,,,,,,,26.5,27.7,, ,
788,Tunisia,557,"Percent of Seats held by women in national parliament",4.3, , , , , , ,6.7,6.7,7.4,11.5,11.5,11.5,11.5,11.5,22.8,22.8,22.8,22.8,22.8,27.6,27.6,26.7,26.7,28.1,31.3
792,Turkey,722,Share of women in wage employment in the non-agricultural sector,,16,17.2,16.7,17.7,17.9,17.6,18.2,18.7,19,19.5,19.5,21.3,21,20.4,20.9,21.5,22.4,23,23,23,23.6,25,26, ,
792,Turkey,557,"Percent of Seats held by women in national parliament",1.3, , , , , , ,2.4,2.4,2.4,4.2,4.2,4.2,4.4,4.4,4.4,4.4,4.4,9.1,9.1,9.1,9.1,14.2,14.2,14.4,14.4
795,Turkmenistan,722,Share of women in wage employment in the non-agricultural sector,,,,,,39.9,,,,,,,42.1,,,,,,,,,,,, ,
795,Turkmenistan,557,"Percent of Seats held by women in national parliament",26, , , , , , ,18,18,18,26,26,26,26,26, ,16,16,16,16.8,16.8,16.8,16.8,16.8,26.4,25.8
796,Turks and Caicos Islands,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,41,42.2,41.6,40.5,38.1,38,,,,,, ,
796,Turks and Caicos Islands,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
798,Tuvalu,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,34.3,39.1,33.9,,,,,,,,,, ,
798,Tuvalu,557,"Percent of Seats held by women in national parliament",7.7, , , , , , ,7.7,8.3, ,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6.7,6.7,6.7
800,Uganda,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,30.9,,,,,,,34.9,,,34.7, ,
800,Uganda,557,"Percent of Seats held by women in national parliament",12.2, , , , , , ,18.1,18.1,18.1,17.9,17.8,24.7,24.7,24.7,23.9,23.9,29.8,30.7,30.7,31.5,31.3,35,35,35,35
804,Ukraine,722,Share of women in wage employment in the non-agricultural sector,,,,,,51.1,50.3,51,51.4,51.1,50,50.5,50.6,50.9,51,49.6,49.5,49.3,49.1,50.6,50.3,49.8,49.6,49.4, ,
804,Ukraine,557,"Percent of Seats held by women in national parliament", , , , , , , ,3.8,3.8,7.9,7.8,7.8,7.8,5.3,5.3,5.3,5.3,8.7,8.2,8.2,8,8,8,9.4,9.7,11.8
810,Union of Soviet Socialist Republics [former],722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
810,Union of Soviet Socialist Republics [former],557,"Percent of Seats held by women in national parliament",15.6, , , , , , , , , , , , , , , , , , , , , , , , ,
784,United Arab Emirates,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,,,,,20.1,,,,,, ,
784,United Arab Emirates,557,"Percent of Seats held by women in national parliament",0, , , , , , ,0,0,0,0,0,0,0,0,0,0,22.5,22.5,22.5,22.5,22.5,17.5,17.5,17.5,17.5
826,United Kingdom,722,Share of women in wage employment in the non-agricultural sector,47.4,48.6,47.5,48,48,47.9,47.9,47.7,47.3,48.5,48.2,48.5,48.8,48.6,48.9,48.9,49,48.8,48.9,49.4,49.3,49.2,49.2,49.2, ,
826,United Kingdom,557,"Percent of Seats held by women in national parliament",6.3, , , , , , ,9.5,18.2,18.2,18.4,18.4,17.9,17.9,17.9,18.1,19.7,19.7,19.5,19.5,19.5,22,22.3,22.5,22.6,22.8
834,United Republic of Tanzania,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,,,30.5,,,,,31.1,,32.5, ,
834,United Republic of Tanzania,557,"Percent of Seats held by women in national parliament", , , , , , , ,17.5,17.5,17.5,16.4, ,22.3,22.3,21.4,21.4,30.4,30.4,30.4,30.4,30.7,36,36,36,36,36
840,United States,722,Share of women in wage employment in the non-agricultural sector,46.6,47,47.2,47.3,47.2,47.2,47.3,47.3,47.4,47.6,47.4,47.4,47.5,47.7,47.5,47.3,47.3,47.4,47.7,48.3,48.3,47.8,47.8,47.7, ,
840,United States,557,"Percent of Seats held by women in national parliament",6.6, , , , , , ,11.7,11.7,13.3,13.3,14,14,14.3,14.3,14.9,15.2,16.3,16.8,17,16.8,16.8,16.8,17.8,18.3,19.4
850,United States Virgin Islands,722,Share of women in wage employment in the non-agricultural sector,,,,,48.3,,,,,,,,,,,,,,,,,,,, ,
850,United States Virgin Islands,557,"Percent of Seats held by women in national parliament", , , , , , , , , , , , , , , , , , , , , , , , , ,
858,Uruguay,722,Share of women in wage employment in the non-agricultural sector,42.3,,,,43.5,,,,,,46.4,46.5,45.8,48.1,,48.8,45.1,45.5,,47.9,49.3,49.2,48.2,48.5, ,
858,Uruguay,557,"Percent of Seats held by women in national parliament",6.1, , , , , , ,7.1,7.1,7.1,12.1,12.1,12.1,12.1,12.1,12.1,11.1,11.1,12.1,12.1,14.1,15.2,12.1,12.1,13.1,13.1
860,Uzbekistan,722,Share of women in wage employment in the non-agricultural sector,,37,37.1,36.5,36.5,36,36.9,37.1,37.2,37.2,37.1,41.6,37.1,37,40.6,40.3,40.3,39.4,,,,,,, ,
860,Uzbekistan,557,"Percent of Seats held by women in national parliament", , , , , , , ,6,6,6,6.8,7.2,7.2,7.2,7.2,17.5,17.5,17.5,17.5,17.5,22,22,22,22,22,16
548,Vanuatu,722,Share of women in wage employment in the non-agricultural sector,,,,,,,,,,,,,,,37.5,37.9,38.3,37.8,38.9,37.2,,,,, ,
548,Vanuatu,557,"Percent of Seats held by women in national parliament",4.3, , , , , , , , , ,0,0,0,1.9,1.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,1.9,0,0,0
862,Venezuela,722,Share of women in wage employment in the non-agricultural sector,35.2,35.7,35.7,34.7,35.7,36.7,37.4,37.8,38.7,39.2,39.8,41.4,41.8,42.2,42.1,41.6,41,41.4,41.6,42.7,42.5,42.9,43.1,43.7, ,
862,Venezuela,557,"Percent of Seats held by women in national parliament",10, , , , , , ,5.9,5.9, ,12.1,9.7,9.7,9.7,9.7,9.7,17.4,18,18.6,18.6,17.5,17,17,17,17,17
704,Viet Nam,722,Share of women in wage employment in the non-agricultural sector,,,,,,,41,41,42.2,41.9,40.7,40.7,40.8,40.1,40.4,,,,,,,,40.6,41.1, ,
704,Viet Nam,557,"Percent of Seats held by women in national parliament",17.7, , , , , , ,18.5,26.2,26.2,26,26,26,27.3,27.3,27.3,27.3,27.3,25.8,25.8,25.8,25.8,24.4,24.4,24.3,24.3
887,Yemen,722,Share of women in wage employment in the non-agricultural sector,,,,,6.4,,,,,6.4,7,6.5,,6.1,6,,6.3,6.2,,10,11.7,,,, ,
887,Yemen,557,"Percent of Seats held by women in national parliament",4.1, , , , , , ,0.7, ,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
890,Yugoslavia [former Socialist Federal Republic],722,Share of women in wage employment in the non-agricultural sector, , , , , , , , , , , , , , , , , , , , , , , , , ,
890,Yugoslavia [former Socialist Federal Republic],557,"Percent of Seats held by women in national parliament",18.2, , , , , , , , , , , , , , , , , , , , , , , , ,
894,Zambia,722,Share of women in wage employment in the non-agricultural sector,16.6,,,,,,,,,,22,,,,,,,,,,,,,, ,
894,Zambia,557,"Percent of Seats held by women in national parliament",6.6, , , , , , ,9.7,9.7,10.3,10.1,10.1,12,12,12,12,12.7,14.6,15.2,15.2,14,14,11.5,11.5,10.8,12.7
716,Zimbabwe,722,Share of women in wage employment in the non-agricultural sector,15.4,15.6,15.2,16.2,16.8,17.2,17.7,18,18.6,18.9,20.4,21.5,21.9,,,,,,,,,33.9,,, ,
716,Zimbabwe,557,"Percent of Seats held by women in national parliament",11, , , , , , ,14.7,14.7,14.7,14,9.3,10,10,10,10,16,16.7,16,15.2,15,15,15,15,31.5,31.5
4,Afghanistan,613,Gender Parity Index in secondary level enrolment,,0.51,,0.37,0.27,0.36,,,, ,,0,,0.34,0.2,0.32,0.35,0.37,0.42,0.47,0.49,0.55,0.55,0.55,,
8,Albania,613,Gender Parity Index in secondary level enrolment,0.91,0.91,1,1.04,1,0.97,0.96,0.95,,0.94,0.95,0.96,,,0.96,0.95,0.95,0.96,0.95, , , , , ,,
12,Algeria,613,Gender Parity Index in secondary level enrolment,0.77,0.8,0.82,0.84,0.86,0.88,0.9,0.95,,1.01,1.05,1.06,1.06,1.08,1.09,1.09,1.09,1.08,1.04,1.01,1.04,1.04,,,,
16,American Samoa,613,Gender Parity Index in secondary level enrolment,1.03,1.06,0.99,,,,,,,,,,,,,,,,,,,,,,,
20,Andorra,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,,,, , , , , , , , , , , , ,,
24,Angola,613,Gender Parity Index in secondary level enrolment,,,,,,,,,0.78,0.76,0.82,0.78,0.83,,,,,,0.77,0.76,0.68,0.65,,,,
660,Anguilla,613,Gender Parity Index in secondary level enrolment,,,, ,,,,,,, , ,, , , ,,,,,,,,,,
28,Antigua and Barbuda,613,Gender Parity Index in secondary level enrolment,,,0.98,,,,,,,,0.89,,,,,,,0.96,0.94,0.99,1.01,0.99,1.15,,,
32,Argentina,613,Gender Parity Index in secondary level enrolment,,,,,,,1.11,1.1,1.06,1.05,1.05,1.03,1.03,1.07,1.1,1.11,1.12,1.13,1.14,1.12,1.11,1.11,1.09,,,
51,Armenia,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,,1.09,,,,,,,1.14,1.15,1.15, , , , ,,
533,Aruba,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,1.06,1.03,1.05,1.05,1.05,1,1,0.99,1.03,1.07,1.05,1.05,1.06,1.02,,,
36,Australia,613,Gender Parity Index in secondary level enrolment,,,,1.01,1,1,1,1.03,1.04,1,1,0.98,0.97,0.97,0.96,0.96,0.98,0.98,0.98,0.96,0.95,0.95,0.95,0.93,,
40,Austria,613,Gender Parity Index in secondary level enrolment,0.91,0.92,0.93,0.93,0.94,0.94,0.95,0.95,0.94,0.95,0.96,0.96,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,,
31,Azerbaijan,613,Gender Parity Index in secondary level enrolment,,1,0.98,0.96,0.94,1.03,1.05,1.09, , , , , , , , ,0.96,0.97,0.99,1.03,0.99,0.98,0.99,,,
44,Bahamas,613,Gender Parity Index in secondary level enrolment,,,1.02,1.02,,1,,1.25,,0.99,,,1.04,,0.99,1,1,1.03,1.02,1.02,1.05,,,,,
48,Bahrain,613,Gender Parity Index in secondary level enrolment,1.02,1.04,1.07,1.07,1.06,1.04,1.05,1.08,1.08,1.08,1.07,1.1,1.17,1.16,1.12,1.08,1.02,,0.99,0.98,0.98,0.96, , ,,
50,Bangladesh,613,Gender Parity Index in secondary level enrolment,0.51,,,,,,,,0.94,0.99,1.03,1.09,1.1,1.1,1.03,1.07,1.06,1.06,1.13,1.08,1.13,1.15,1.14,,,
52,Barbados,613,Gender Parity Index in secondary level enrolment,0.9,,,,,,,,,1.12,1.11,1.08,1.08,1.09,1.09,1.07,1.11,1.1,1.11,1.1,1.09,1.12,,,,
112,Belarus,613,Gender Parity Index in secondary level enrolment,1.04,,,,,,,,1.05, , , , , , , , , ,0.97,0.97,0.97,0.97,0.96,0.98,,
56,Belgium,613,Gender Parity Index in secondary level enrolment,1.01,1.01,1.01,1.06,1.06,1.07,1.07,,,1.07,1.1,1.11,1.12,1.1,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.97,1.13,,
84,Belize,613,Gender Parity Index in secondary level enrolment,,1.05,,,1.01,1.03,,,,1.07,1.06,1.06,,1.05,1.07,1.04,1.05,1.06,1.08,1.08,1.09,1.08,1.05,1.06,,
204,Benin,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,0.45,0.45,0.46,0.46,0.46,0.46,0.55,,,,,,0.61,,0.66,,
60,Bermuda,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,,,1.07,1.09,1.13,1.16,1.13,1.09,,,,1.18,1.18,1.16,1.17,,
64,Bhutan,613,Gender Parity Index in secondary level enrolment,,,,,,,,,0.76,0.77,0.79,0.83,,,,0.89,0.92,0.94,0.95,1,1.02,1.04,1.06,1.07,,
68,Bolivia,613,Gender Parity Index in secondary level enrolment,,,,,,,,,0.93,0.93,0.96,0.96,0.96,0.97, ,,0.96,0.97,0.98,0.99,1,1,1,1,,
70,Bosnia and Herzegovina,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,,,,,,,,, , , , , , , ,,
72,Botswana,613,Gender Parity Index in secondary level enrolment,1.11,1.18,1.16,1.14,1.1,1.1,,,1.09,1.07,1.05,1.05,1.06,1.05,1.05,1.05,1.06,1.05,1.06,,,,,,,
76,Brazil,613,Gender Parity Index in secondary level enrolment,,,,,,,,,, , , , , , , ,, , , , , , , ,,
92,British Virgin Islands,613,Gender Parity Index in secondary level enrolment,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Brunei Darussalam,613,Gender Parity Index in secondary level enrolment,,1.09,1.11,1.1,1.08,,,,1.06,1.06,1.04,1.04,1.03,1.04,1.03,1.02,1.02,1.02,1.01,1.01,1.01,1,1.01,1.02,,
100,Bulgaria,613,Gender Parity Index in secondary level enrolment,1,1,1,1,1,1,0.99,1,0.99,0.98,0.98,0.98,0.98,0.98,0.96,0.96,0.96,0.96,0.97,0.96,0.96,0.95,0.96,0.95,,
854,Burkina Faso,613,Gender Parity Index in secondary level enrolment,,,,,0.56,,,,,0.62,0.66,0.66,,0.68,0.7,0.71,0.72,0.73,0.74,0.74,0.76,0.78,0.81,0.85,,
108,Burundi,613,Gender Parity Index in secondary level enrolment,0.61,0.58,0.6,0.62,,,,,,,,,,0.76,0.74,0.72,0.72,0.7,,0.69,0.69,0.71,0.73,0.78,,
116,Cambodia,613,Gender Parity Index in secondary level enrolment,,,,,,,,,0.54,0.53,0.55,0.57,0.6,0.64,0.7,,0.79,0.82,0.85,,,,,,,
120,Cameroon,613,Gender Parity Index in secondary level enrolment,0.68,0.71,0.72,,,0.69,,0.8,0.73,0.84, ,0.81,0.62,0.84,0.79,0.79,0.79,0.77,0.8,0.83,,0.85,0.86,0.86,,
124,Canada,613,Gender Parity Index in secondary level enrolment,1.01,1,1,0.99,0.99,1,1,,0.99,1.02,1.02,,,,,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,,,
132,Cape Verde,613,Gender Parity Index in secondary level enrolment,1.07,,,,0.97,,,,,,,1.06,1.05,1.09,1.1,1.12,1.17,1.2,1.12,1.2,1.2,1.18,1.19,1.16,,
136,Cayman Islands,613,Gender Parity Index in secondary level enrolment,,,,,,,,,, , , , ,, , , , , ,,, , , ,,
140,Central African Republic,613,Gender Parity Index in secondary level enrolment,0.4,0.41,0.41,,,,,,,,,0.52, ,,,,,,,0.56, ,0.55,0.51,,,
